cid;aid;product;period;act_age;act_cc;act_loaninc;app_income;app_loan_amount;app_n_installments;app_number_of_children;app_spendings;app_installment;app_char_branch;app_char_gender;app_char_job_code;app_char_marital_status;app_char_city;app_char_home_status;app_char_cars;act_call_cc;act_cins_n_loan;act_ccss_n_loan;act_call_n_loan;act_cins_seniority;act_cins_min_seniority;act_cins_n_loans_hist;act_cins_n_statC;act_cins_n_statB;act_cins_n_loans_act;act_cins_maxdue;act_cins_min_pninst;act_cins_min_lninst;act_cins_utl;act_cins_dueutl;act_cins_cc;act_ccss_seniority;act_ccss_min_seniority;act_ccss_n_loans_hist;act_ccss_n_statC;act_ccss_n_statB;act_ccss_n_loans_act;act_ccss_maxdue;act_ccss_min_pninst;act_ccss_min_lninst;act_ccss_utl;act_ccss_dueutl;act_ccss_cc;act_cus_active;act_CMaxI_Days;agr3_Mean_CMaxI_Days;ags3_Mean_CMaxI_Days;agr3_Max_CMaxI_Days;ags3_Max_CMaxI_Days;agr3_Min_CMaxI_Days;ags3_Min_CMaxI_Days;act_CMaxI_Due;agr3_Mean_CMaxI_Due;ags3_Mean_CMaxI_Due;agr3_Max_CMaxI_Due;ags3_Max_CMaxI_Due;agr3_Min_CMaxI_Due;ags3_Min_CMaxI_Due;act_CMaxC_Days;agr3_Mean_CMaxC_Days;ags3_Mean_CMaxC_Days;agr3_Max_CMaxC_Days;ags3_Max_CMaxC_Days;agr3_Min_CMaxC_Days;ags3_Min_CMaxC_Days;act_CMaxC_Due;agr3_Mean_CMaxC_Due;ags3_Mean_CMaxC_Due;agr3_Max_CMaxC_Due;ags3_Max_CMaxC_Due;agr3_Min_CMaxC_Due;ags3_Min_CMaxC_Due;act_CMaxA_Days;agr3_Mean_CMaxA_Days;ags3_Mean_CMaxA_Days;agr3_Max_CMaxA_Days;ags3_Max_CMaxA_Days;agr3_Min_CMaxA_Days;ags3_Min_CMaxA_Days;act_CMaxA_Due;agr3_Mean_CMaxA_Due;ags3_Mean_CMaxA_Due;agr3_Max_CMaxA_Due;ags3_Max_CMaxA_Due;agr3_Min_CMaxA_Due;ags3_Min_CMaxA_Due;act3_n_arrears;act3_n_arrears_days;act3_n_good_days;agr6_Mean_CMaxI_Days;ags6_Mean_CMaxI_Days;agr6_Max_CMaxI_Days;ags6_Max_CMaxI_Days;agr6_Min_CMaxI_Days;ags6_Min_CMaxI_Days;agr6_Mean_CMaxI_Due;ags6_Mean_CMaxI_Due;agr6_Max_CMaxI_Due;ags6_Max_CMaxI_Due;agr6_Min_CMaxI_Due;ags6_Min_CMaxI_Due;agr6_Mean_CMaxC_Days;ags6_Mean_CMaxC_Days;agr6_Max_CMaxC_Days;ags6_Max_CMaxC_Days;agr6_Min_CMaxC_Days;ags6_Min_CMaxC_Days;agr6_Mean_CMaxC_Due;ags6_Mean_CMaxC_Due;agr6_Max_CMaxC_Due;ags6_Max_CMaxC_Due;agr6_Min_CMaxC_Due;ags6_Min_CMaxC_Due;agr6_Mean_CMaxA_Days;ags6_Mean_CMaxA_Days;agr6_Max_CMaxA_Days;ags6_Max_CMaxA_Days;agr6_Min_CMaxA_Days;ags6_Min_CMaxA_Days;agr6_Mean_CMaxA_Due;ags6_Mean_CMaxA_Due;agr6_Max_CMaxA_Due;ags6_Max_CMaxA_Due;agr6_Min_CMaxA_Due;ags6_Min_CMaxA_Due;act6_n_arrears;act6_n_arrears_days;act6_n_good_days;agr9_Mean_CMaxI_Days;ags9_Mean_CMaxI_Days;agr9_Max_CMaxI_Days;ags9_Max_CMaxI_Days;agr9_Min_CMaxI_Days;ags9_Min_CMaxI_Days;agr9_Mean_CMaxI_Due;ags9_Mean_CMaxI_Due;agr9_Max_CMaxI_Due;ags9_Max_CMaxI_Due;agr9_Min_CMaxI_Due;ags9_Min_CMaxI_Due;agr9_Mean_CMaxC_Days;ags9_Mean_CMaxC_Days;agr9_Max_CMaxC_Days;ags9_Max_CMaxC_Days;agr9_Min_CMaxC_Days;ags9_Min_CMaxC_Days;agr9_Mean_CMaxC_Due;ags9_Mean_CMaxC_Due;agr9_Max_CMaxC_Due;ags9_Max_CMaxC_Due;agr9_Min_CMaxC_Due;ags9_Min_CMaxC_Due;agr9_Mean_CMaxA_Days;ags9_Mean_CMaxA_Days;agr9_Max_CMaxA_Days;ags9_Max_CMaxA_Days;agr9_Min_CMaxA_Days;ags9_Min_CMaxA_Days;agr9_Mean_CMaxA_Due;ags9_Mean_CMaxA_Due;agr9_Max_CMaxA_Due;ags9_Max_CMaxA_Due;agr9_Min_CMaxA_Due;ags9_Min_CMaxA_Due;act9_n_arrears;act9_n_arrears_days;act9_n_good_days;agr12_Mean_CMaxI_Days;ags12_Mean_CMaxI_Days;agr12_Max_CMaxI_Days;ags12_Max_CMaxI_Days;agr12_Min_CMaxI_Days;ags12_Min_CMaxI_Days;agr12_Mean_CMaxI_Due;ags12_Mean_CMaxI_Due;agr12_Max_CMaxI_Due;ags12_Max_CMaxI_Due;agr12_Min_CMaxI_Due;ags12_Min_CMaxI_Due;agr12_Mean_CMaxC_Days;ags12_Mean_CMaxC_Days;agr12_Max_CMaxC_Days;ags12_Max_CMaxC_Days;agr12_Min_CMaxC_Days;ags12_Min_CMaxC_Days;agr12_Mean_CMaxC_Due;ags12_Mean_CMaxC_Due;agr12_Max_CMaxC_Due;ags12_Max_CMaxC_Due;agr12_Min_CMaxC_Due;ags12_Min_CMaxC_Due;agr12_Mean_CMaxA_Days;ags12_Mean_CMaxA_Days;agr12_Max_CMaxA_Days;ags12_Max_CMaxA_Days;agr12_Min_CMaxA_Days;ags12_Min_CMaxA_Days;agr12_Mean_CMaxA_Due;ags12_Mean_CMaxA_Due;agr12_Max_CMaxA_Due;ags12_Max_CMaxA_Due;agr12_Min_CMaxA_Due;ags12_Min_CMaxA_Due;act12_n_arrears;act12_n_arrears_days;act12_n_good_days;act_CCss_Acp;act_CCss_All;act_CIns_Acp;act_CIns_All;act_CAll_Acp;act_CAll_All;act_CCss_Acp5y;act_CCss_All5y;act_CIns_Acp5y;act_CIns_All5y;act_CAll_Acp5y;act_CAll_All5y
421136;ins2008120500021;ins;200812;50;0.2497572344;1.1792581084;5149;6072;12;1;780;506;Radio-TV;Male;Owner company;Divorced;Big;Rental;Owner;0.2497572344;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
421137;ins2008120500031;ins;200812;41;0.3521186441;0.6661016949;2360;1572;12;0;700;131;Fenitures;Male;Permanent;Divorced;Big;Rental;No;0.3521186441;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37489;ins2008120500033;ins;200812;68;0.572517266;0.5258394856;4199;2208;12;0;2220;184;Fenitures;Female;Owner company;Widowed;Large;Owner;Owner;0.572517266;1;0;1;317;158;3;3;0;;;;;;;;192;154;3;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;3;6;6;;;;;;
421138;ins2008120500041;ins;200812;54;0.373480663;3.1027624309;2715;8424;36;0;780;234;DiY;Male;Permanent;Maried;Big;Owner;Owner;0.373480663;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
421139;ins2008120500051;ins;200812;66;1.2159533074;8.5214007782;514;4380;12;0;260;365;Fenitures;Male;Retired;Maried;Big;Owner;Owner;1.2159533074;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92633;ins2008120500052;ins;200812;68;0.4491173416;1.5576323988;1926;3000;24;0;740;125;Fenitures;Male;Retired;Widowed;Medium;Owner;Owner;0.4491173416;1;0;1;271;271;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;
421140;ins2008120500061;ins;200812;54;0.5950526798;1.9734310582;2183;4308;12;1;940;359;Radio-TV;Male;Retired;Maried;Large;Owner;Owner;0.5950526798;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34809;ins2008120500062;ins;200812;67;0.5458715596;7.5963302752;436;3312;24;0;100;138;DiY;Male;Retired;Widowed;Big;Owner;No;0.5458715596;1;0;1;319;203;3;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;3;;;;;;
421141;ins2008120500071;ins;200812;53;0.407458091;1.6052001368;2923;4692;12;0;800;391;Radio-TV;Female;Permanent;Maried;Small;Owner;Owner;0.407458091;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154565;ins2008120500072;ins;200812;71;0.5141476881;4.099378882;1449;5940;36;0;580;165;Radio-TV;Female;Retired;Divorced;Big;Owner;Owner;0.5141476881;1;0;1;220;220;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;
421142;ins2008120500081;ins;200812;57;0.0742121315;0.8051507963;2951;2376;24;0;120;99;Radio-TV;Male;Permanent;Maried;Big;Owner;Owner;0.0742121315;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
421143;ins2008120500091;ins;200812;67;1.1772151899;6.5316455696;474;3096;12;0;300;258;Fenitures;Female;Retired;Maried;Big;Owner;Owner;1.1772151899;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129876;ins2008120500093;ins;200812;78;1.0138760407;5.9500462535;1081;6432;12;0;560;536;Computers;Male;Retired;Widowed;Big;Owner;No;1.0138760407;1;0;1;240;240;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;
421144;ins2008120500101;ins;200812;45;0.4333895447;4.0674536256;1186;4824;36;2;380;134;Radio-TV;Female;Contract;Maried;Medium;Owner;Owner;0.4333895447;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16045;ins2008120500103;ins;200812;71;0.327551432;0.5421540944;2479;1344;12;0;700;112;Radio-TV;Male;Retired;Maried;Small;Owner;No;0.327551432;1;0;1;334;99;5;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5;5;5;;;;;;
421145;ins2008120500111;ins;200812;62;0.6030828516;2.1502890173;519;1116;12;0;220;93;Radio-TV;Male;Retired;Divorced;Big;Owner;Owner;0.6030828516;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23090;ins2008120500112;ins;200812;67;0.8081841432;4.7877237852;391;1872;12;0;160;156;DiY;Female;Retired;Maried;Big;Owner;Owner;0.8081841432;1;0;1;328;219;3;3;0;;;;;;;;217;177;5;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;9;3;4;8;13;;;;;;
208403;ins2008120500113;ins;200812;67;0.5428194993;2.5928853755;1518;3936;24;0;660;164;Fenitures;Female;Contract;Maried;Small;Owner;Owner;0.5428194993;1;0;1;176;176;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;
421146;ins2008120500121;ins;200812;36;0.1030864198;0.9407407407;1620;1524;12;1;40;127;Radio-TV;Male;Permanent;Maried;Medium;Owner;Owner;0.1030864198;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148847;ins2008120500123;ins;200812;87;0.6299559471;1.7444933921;454;792;12;0;220;66;Radio-TV;Male;Retired;Widowed;Small;Owner;Owner;0.6299559471;1;0;1;225;225;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;
421147;ins2008120500131;ins;200812;51;0.2231486023;2.0598332516;2039;4200;24;2;280;175;DiY;Male;Permanent;Maried;Small;Rental;Owner;0.2231486023;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1942;ins2008120500133;ins;200812;87;0.6036916395;1.1205211726;1842;2064;12;0;940;172;Radio-TV;Male;Retired;Widowed;Small;Owner;Owner;1.2812160695;1;6;7;346;165;6;6;0;;;;;;;;336;1;81;74;1;7;0;0;0;0.5;0;1.3007600434;1;;M;;M;;M;;;M;;M;;M;;15;15;15;15;15;15;15;0;0;0;0;0;0;0;15;15;15;15;15;15;15;0;0;0;0;0;0;0;0;0;0;M;;M;;M;;M;;M;;M;;14.833333333;14.833333333;15;15;14;14;0;0;0;0;0;0;14.833333333;14.833333333;15;15;14;14;0;0;0;0;0;0;0;0;1;M;;M;;M;;M;;M;;M;;14.777777778;14.777777778;15;15;14;14;0.3333333333;0.3333333333;1;1;0;0;14.777777778;14.777777778;15;15;14;14;0.3333333333;0.3333333333;1;1;0;0;3;0;2;M;;M;;M;;M;;M;;M;;14.666666667;14.666666667;15;15;13;13;0.4166666667;0.4166666667;1;1;0;0;14.666666667;14.666666667;15;15;13;13;0.4166666667;0.4166666667;1;1;0;0;5;0;3;81;81;6;6;87;87;16;16;;;16;16
421148;ins2008120500141;ins;200812;34;0.2890309556;1.1265141319;2972;3348;12;1;580;279;Fenitures;Male;Permanent;Maried;Small;Rental;No;0.2890309556;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23799;ins2008120500142;ins;200812;66;0.5305429864;1.7511312217;884;1548;12;0;340;129;Fenitures;Female;Retired;Maried;Medium;Owner;Owner;0.7658371041;1;1;2;328;29;5;5;0;;;;;;;;320;11;20;8;10;2;0;10;1;0.6875;0;0.8552036199;1;;M;;M;;M;;;M;;M;;M;;12;M;13;M;14;M;12;0;0.6666666667;0.6666666667;1;1;0;0;12;M;13;M;14;M;12;0;0.6666666667;0.6666666667;1;1;0;0;2;0;2;M;;M;;M;;M;;M;;M;;M;13.sie;M;15;M;12;0.3333333333;0.3333333333;1;1;0;0;M;13.sie;M;15;M;12;0.3333333333;0.3333333333;1;1;0;0;2;0;4;M;;M;;M;;M;;M;;M;;M;13.75;M;15;M;12;0.3333333333;0.3333333333;1;1;0;0;M;13.75;M;15;M;12;0.3333333333;0.3333333333;1;1;0;0;3;0;6;M;;M;;M;;M;;M;;M;;M;13.818181818;M;15;M;12;0.3333333333;0.3333333333;1;1;0;0;M;13.818181818;M;15;M;12;0.3333333333;0.3333333333;1;1;0;0;4;0;7;20;35;5;5;25;40;2;3;1;1;3;4
421149;ins2008120500151;ins;200812;50;0.2745596869;1.1483365949;5110;5868;36;1;1240;163;Fenitures;Female;Permanent;Maried;Large;Rental;No;0.2745596869;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36012;ins2008120500152;ins;200812;75;0.6045589693;7.4925668979;1009;7560;36;0;400;210;DiY;Female;Retired;Maried;Big;Owner;Owner;0.810703667;1;1;2;318;13;2;1;0;1;1;11;1;0.9166666667;0.0833333333;0.6997026759;308;9;16;6;9;1;1;7;17;0.2916666667;0.0416666667;0.6025768087;1;15;M;15;M;15;M;15;1;0.6666666667;0.6666666667;1;1;0;0;;M;14;M;15;M;13;1;0.3333333333;0.3333333333;1;1;0;0;15;15;15;15;15;15;15;1;0.6666666667;0.6666666667;1;1;0;0;2;0;0;M;14;M;15;M;11;0.3333333333;0.3333333333;1;1;0;0;M;13.cze;M;15;M;11;0.1666666667;0.1666666667;1;1;0;0;14.166666667;14.166666667;15;15;11;11;0.3333333333;0.3333333333;1;1;0;0;2;0;2;M;13.875;M;15;M;11;0.2222222222;0.2222222222;1;1;0;0;M;gru.75;M;15;M;9;0.1111111111;0.1111111111;1;1;0;0;14.222222222;14.222222222;15;15;11;11;0.2222222222;0.2222222222;1;1;0;0;2;0;3;M;13.181818182;M;15;M;7;0.1666666667;0.1666666667;1;1;0;0;M;gru.75;M;15;M;9;M;0.1111111111;M;1;M;0;13.maj;13.maj;15;15;7;7;0.1666666667;0.1666666667;1;1;0;0;2;0;6;16;16;2;2;18;18;1;1;1;1;2;2
77224;ins2008120500153;ins;200812;77;0.7236268527;8.160418483;1147;9360;24;0;440;390;Radio-TV;Male;Retired;Divorced;Large;Owner;Owner;0.7236268527;1;0;1;284;28;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;1;1;1;1
421150;ins2008120500161;ins;200812;60;0.5507323569;0.7925432756;3755;2976;12;0;1820;248;DiY;Male;Permanent;Maried;Big;Owner;Owner;0.5507323569;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133569;ins2008120500163;ins;200812;90;0.5559388862;2.2710694924;2029;4608;36;0;1000;128;Radio-TV;Female;Retired;Divorced;Small;Owner;Owner;0.5559388862;1;0;1;237;237;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;
421151;ins2008120500171;ins;200812;59;0.8037653874;3.736422882;1381;5160;12;1;680;430;Computers;Male;Retired;Maried;Small;Owner;Owner;0.8037653874;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12605;ins2008120500172;ins;200812;79;0.4511063526;0.7880085653;1401;1104;12;1;540;92;Radio-TV;Female;Retired;Widowed;Big;Owner;Owner;0.6552462527;2;1;3;337;7;9;8;0;1;0;6;18;0.25;0;0.4411134904;321;3;34;20;13;1;0;2;22;0.0833333333;0;0.533904354;1;13;13;13;13;13;13;13;0;0;0;0;0;0;0;14;13.666666667;13.666666667;15;15;12;12;0;0;0;0;0;0;0;14;14;14;15;15;13;13;0;0;0;0;0;0;0;0;0;2;12.166666667;12.166666667;15;15;9;9;0;0;0;0;0;0;M;13.666666667;M;15;M;12;M;0;M;0;M;0;12.666666667;12.666666667;15;15;9;9;0;0;0;0;0;0;0;0;4;M;12.571428571;M;15;M;9;M;0;M;0;M;0;M;13.666666667;M;15;M;12;M;0;M;0;M;0;M;13;M;15;M;9;M;0;M;0;M;0;0;0;4;M;12.571428571;M;15;M;9;M;0;M;0;M;0;M;13.666666667;M;15;M;12;M;0;M;0;M;0;M;13;M;15;M;9;M;0;M;0;M;0;0;0;4;34;69;9;10;43;79;1;15;1;1;2;16
421152;ins2008120500181;ins;200812;75;0.8530701754;16.maj;456;7524;36;0;180;209;DiY;Female;Retired;Divorced;Small;Owner;Owner;0.8530701754;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76267;ins2008120500183;ins;200812;65;0.4352159468;2.073089701;1204;2496;24;0;420;104;Radio-TV;Female;Retired;Maried;Big;Owner;Owner;0.4352159468;1;0;1;285;285;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;
